section,text,ground_truth,base_pred,finetuned_pred,model,accuracy,precision_w,recall_w,f1_w,report
predictions,"""چقدر غم انگیزه اونجایی که دوتا مرد برای تخریب همدیگه از لفظ زن"""" استفاده میکنن...فیلمی رو دیدم که دو نفر سر یه بازی فوتبال رو برد و باخت شرط بستن و هرکی شرطو میباخت باید آرایش میکرد #زن #تبعیض_جنسی #تلخ #مرد_نامرد""""""",neg,neg,neg,,,,,,
predictions,یه لوزر بزرگ و بدبخت بدبخت بدبخت #بدبخت,neg,neg,neg,,,,,,
predictions,نه واقعا. تو ایران کلا همه‌چیز دگرگونه شده، بوی تعفن همه‌جا رو گرفته... منشن به جهت عرض ارادت بود، قصد نداشتم خاطرتون مکدر بشه.,neg,neg,neg,,,,,,
predictions,کو گوش شنوا #اصلاح #کثیف #آینه,neg,neg,neg,,,,,,
predictions,تصاویر | ادامه انفجارها در آتشفشان هاوایی و پیش‌روی مواد مذاب https:// bolorak.ir / تصاویر-ادامه-انفجارها-در-آتشفشان-هاوا/,med,neg,neg,,,,,,
predictions,يه عده تغيير نظام يه عده عاشق نظام من كجام اينجا زور نزنيد ناراحت نشيد شادم نشيد فقط مطالعه سر عقلتون مياره,neg,neg,pos,,,,,,
predictions,#روحانی_ببخش_که عصر جمعه ترین دوشنبه رو میگذرونیم #دلتنگم,neg,neg,neg,,,,,,
predictions,علی علیپور یه جور با استوک رفت تو صورت بازیکن پدیده که حداقل 3 جلسه محرومیت داشت ولی داور کارت زرد داد بهش.چند دقیقه بعد هم اولین گلشو از نقطه پنالتی به ثمر رسوند.قضیه تکراری چند فصل اخیر فوتبال ایران.دیگه عادی شده! #پرسپولیس #لجن,neg,neg,neg,,,,,,
predictions,والا همین بچه های صنعتی دقیقا یکسال پیش برای حرفای ابکی زیباکلام و رامین کلی کف و سوت زدن ....حالا دیگه این یذره تحلیل ابکی من که چیزی نیس :))))),pos,neg,neg,,,,,,
predictions,خیلی وقت بود یادم رفته بود...این هشتگ یادم انداخت که چقد دارایی دارم... #لحظات_خوب #خدایا_شکرت,pos,neg,neg,,,,,,
predictions,سخت مادرم رو با صورت زرد و رنگ پريده و موهای ریخته ببینم ولی بهش لبخند بزنم بگم خیلی سرحالى ... ولی میتونم بفهمم هیچ چیز در زندگی جدی نيست..!,neg,neg,neg,,,,,,
predictions,وحشت رژیم آخوندی از مجاهدین : سایت حکومتی باشگاه خبرنگاران جوان: «مجاهدین» همواره به دنبال ضربه زدن به جمهوری اسلامی بوده است! دولتمردان آمریکایی همواره «مجاهدین» را به عنوان ظرفیتی قابل توجه قلمداد می‌کنند!,med,neg,neg,,,,,,
predictions,دوستام استانبولن الان 2هفتس تا هفته دیگه هم میمونن. همش ویدئو کال میدن فحش میدن که پاشو بیا،از 24 ساعت راحت 8 ساعت با من در حال ویدئو کالن و دل منو میسوزونن,neg,neg,neg,,,,,,
predictions,برم بخوابم که صبح واسه تظاهرات سرحال باشم [ قمه رو زیر بالشتش میذارد ],pos,neg,neg,,,,,,
predictions,من تا اینجاش متوجه شدم تو ۴۰ساله ج.ا افتخار داشتیم تو این ۴ساله دادیم رفته درجهت آگاه سازی احاد ملت اگه میشه افتخاراتو بگین لااقل بدونیم چیه یکی گفت بتونیم بگیم والا به قرعان,neg,neg,pos,,,,,,
predictions,خخخ بابا شما عرزشیا دیگه آخرشید! رو رو برم زدن کوتلتتون کردن الان بازم گوه میخورید! هنوز دارید سعی میکنید جنازههاتون رو از کف پایگاههاتون با کاردک جمع کنید موفق نشدید گویا! باز گوز گوز میکنید!! به خود ارضاییتون ادامه بدید!! #انتقام_بگیرید #اقتدار_پلاستیکی,neg,neg,neg,,,,,,
predictions,نه. اینجا خیلی‌ها حتی باخودشون فکر میکنن طرف الکی حلقه پوشیده که براش خواستگار نیاد!,neg,neg,neg,,,,,,
predictions,واقعا نمیدونم این فالو و انفالو چقدر اهمیت داره ک دوستان اینقدر بزرگش میکنن!! هرکی میتونه یکی رو فالو کنه یا انفالو..به هر دلیلی..ناراحتی و توهین چرا؟!,neg,neg,neg,,,,,,
predictions,خب خدا که فقط خدای آدمهای خوب نیست خدا، خدای آدمهای خلافکار هم هست. و فقط خود خداست که بین بندگانش هیچ فرقی نمیگذارد... #دیالوگ #مارمولک #فیلم #ماندگار,pos,neg,pos,,,,,,
predictions,اولا شماها و همفکراتون بااین سیاست های غلط لیبرالی مردم روتوتنگنا قرار دادید ثانیاشما ها چه میدونید مقاومت چیه شما ها چه میدونید نهضت جهانی اسلام چیه؟ ثالثا پاتو ازگلیمت درازتر نکن #داعش_وطنی #وطن_فروش #بی_غیرت,neg,neg,neg,,,,,,
predictions,در جغرافيا يى كه هرروز به ارزش انسانها، به عقيده ى آنها تجاوز مى شود، به فرزندانش هم رحم نمى كنند. اين نه تنها يك مشكل حكومتى است اما در عين حال يك معضل اجتماعى هم است . #تجاوز_به_دانش_آموزان #تجاوز,neg,neg,neg,,,,,,
predictions,توصیه میکنم به جای انتظار مجاز آهنگ شیدا از عارف گوش کنید حتما! “چقدر سفیدیا قشنگن یادشون میکنیم اگه بشینی بام از اول زندشون کنیم چه پیر شدی چند تا بچه دارم لباشون کشیدست وقتی رد میشن از کنارم خوشحالن تو چی ؟ من که شادم هنوزم به فکر اون کهکشانم که بزرگ ترین ستارش تو بودی...”,pos,neg,pos,,,,,,
predictions,پیروزی بزرگ برای جنبش #metoo : واشنگتن اولین شهر جهان که بودجه‌ای برای یک راه حل جامع و غیر کیفری برای آزارهای خیابانی اختصاص می‌دهد. ما به جای گشتن به دنبال مقصر بر روی آموزش سرمایه‌گذاری می‌کنیم که این امر واشنگتن را جایی امن‌تر برای همه خواهد کرد. https:// twitter.com/thejessicarave n/status/1001542555618758656 …,med,neg,neg,,,,,,
predictions,میدانی و کاری نمیکنی قلبمان را بیشتر به درد می اورد دولت و ملت گوشت و استخون هستن داره از هم جدا میشه ایران شادم ارزوست #Taheri_movement,neg,neg,pos,,,,,,
predictions,روزهای خوب به تو شادی میدهند روزهای بد به تو تجربه! وبدترین روزها به تو درس میدهند پس هرگز... هیچ روز از زندگیت را سرزنش نکن,pos,neg,pos,,,,,,
predictions,نگات وقتی که خوشحالی وقتی توی این حالی اینجور که سرحالی میخندونه تا چشمام تورو میبینه و مهرت تو این سینه و میشینه و دیگه حرفی نمیمونه,pos,neg,pos,,,,,,
predictions,با شما نبودم، با اون دوست عزیزی بودم که آیدی تلگرتمش رو گذاشته بودن. سپاس از لینکی که به اشتراک گذاشتین,pos,neg,pos,,,,,,
predictions,شادم که به هر حال به یاد توام اما خون می خورم از دست تو و باز غمی نیست #فاضل_نظری,pos,neg,pos,,,,,,
predictions,با سپاس از @LonelyStig برای این طرح بسیار زیبا #IranStrikes https:// mobile.twitter.com/lonelystig/sta tus/1001945561996713984?s=12 …,pos,neg,pos,,,,,,
predictions,میخوام بزنم تو کار تولید فرغون، چندوقت دیگه که ملت میخوان با فرقون پول ببرن نون بخرن پول خوبی به جیب میزنم.,neg,neg,neg,,,,,,
predictions,دقیقا باهات موافقم ، اگر تجاوز بوده واقعا سکوت در برابرش مجرمانست,neg,neg,neg,,,,,,
predictions,تو هم #گه_نخور #گه,neg,neg,neg,,,,,,
predictions,#عشق❤,pos,neg,pos,,,,,,
predictions,من ندیدم هیچ وقت. البته تربیت دانشگاهی آدم رو تو شبکه‌های اجتماعی کج خلق می‌کنه. (چیزی که در خودم دیدم) اما نه تا این حد که تحقیر.,neg,neg,neg,,,,,,
predictions,چطورین #ارزشی ها قدم به قدم سنگرهاتون داره فرو میریزه،البته ما قصد حمله و پیشروی نداریم فقط کار خودمون رو میکنیم، #تلگرام برای مردم موند @azarijahromi شما که طرفدار از کار انداختن #فیلترشکن ها بودی هم حواسمان بهت هست https:// twitter.com/Roozarooznews/ status/997732727171502080 …,neg,neg,neg,,,,,,
predictions,نمیدونم مطلع هستید یا نه، ولی خیلی کارخانه های کاشی و مصالح ساختمانی محصولاتشون رو در کارخانه دپو کردند به امید فروش به عراق و سوریه برای بازسازی بعد از داعش. از دست دادن این دو بازار ورشکستگی به بار میاره برای این افراد که آخرین امیدشون به همین بوده,neg,neg,neg,,,,,,
predictions,همه#ZarifIsALiar دیوانه ها عاقل شدن همه دشمن ها دست دوستی دادن اما مسئولین ج ا روزی نیست کشوری رو به لیست دشمنان ما اضافه نکنند رهبران دو کره در دهکده دوستی درختی رابرای نماددوستی دو کشورکاشتند دست دوستی دادند تا شیش ماه پیش نزدیک به جنگ بودند کشورهای دوست ج ا همه درگیر جنگ هستند pic.twitter.com/R05sHnGWkq,neg,neg,neg,,,,,,
predictions,"""کدام خبر گزاری رو دنبال میکنی شما؟ مرکل که خودش به ترکیه تانک میفروشه از جنایت های اردوغان شاکی شده و صداش در اومده",neg,neg,neg,,,,,,
predictions,-نوشته به #زلزله زدگان مناطق #سنی_نشین کمک نمیکنند عوضش برید به فلسطین کمک کنید! +خب #مزدور با نشر اکاذیب میخوای دعوای #شیعه_و_سنی بندازی چرا اسم کشوری رو میاری که سنی مذهب هست؟,neg,neg,neg,,,,,,
predictions,ریاست محترم جمهور @Rouhani_ir لطفا در این فرصت ویژه گفتگو با مردم صادق، شفاف و‌ با صراحت سخن بگویید و البته غیر تکراری؛ #مردم اینروزها #امیدواری لازم دارند. #مردم_باید_بدانند #روحاني,pos,neg,pos,,,,,,
predictions,مراقب باش اين حس انزجار به فرصت طلبا چراغ سبز نده,neg,neg,neg,,,,,,
predictions,همین #دختران_انقلاب فیتیله جنبشی هستن که شما رو لنگ در هوا خواهد کرد بدون شک. همه میدونن هشتگ #دختران_پنجاه_هزار_تومانی از ترس خشتکِ مبارکتونه و زمانی که دونه دونه از تو لونه موش دراوردنتون اون موقع هشتک #انقلاب_پنجاه_هزار_تومانی زده میشه و همه میفهمن که هیچ پُخی نبودین,neg,neg,neg,,,,,,
predictions,ناراحت نیستم عزیزم، مثل اون آهویی که از دست یوزپلنگ فرار کرده شادم :)))),pos,neg,pos,,,,,,
predictions,هر وقت میخوام خودکشی کنم به ناراحتی مادرم و آواره شدن گربه ام فکر می کنم و با اوقات تلخی منصرف میشم. #افسردگی,neg,neg,neg,,,,,,
predictions,در راستای دستیابی به بلندپروازی های آتی عربستان، طرح هایی با عنوان «چشم انداز 2030» مطرح شده که شامل تمرکز بیشتر بر فناوری است. توسعه شبکه ای از مراکز داده به عنوان چهارچوب اولیه برای دست یابی به این اهداف به حساب می آید. #Iran #تکنولوژی #عربستان_سعودى #دشمن_خانگی,med,neg,neg,,,,,,
predictions,جااانم اقاروووو,pos,neg,pos,,,,,,
predictions,بزن باران که شایدگریه ام پنهان بماند.. بزن باران که من هم ابریم بزن باران پرازبی صبریم...بزن باران...به دادمن برس... #دلتنگی,neg,neg,neg,,,,,,
predictions,چرا باید ترکها از کشوری که قرنها یک سلسله ترک توش حکمران بود بخوان جدا بشن،به عنوان یک ترک هیچ ذهنیت بدی نسبت به پهلوی ها ندارم البته طرفدار پادشاهی هم نیستم فقط خواستم بگم این مسئله جدایی خواهی ترکها یک داستان اغراق شده است. اکثریت ترکهای اینجا ایران رو کشور خودشون میدونن,med,neg,neg,,,,,,
predictions,به مناسبت سال سگ. دوتا سگ در زندگی من اهمیت داشتن . اولی شیلا بود که دوست دوران کودکی بود و جنگ ما رو از هم جدا کرد. دومی میلو سگ تن تن بود که از همان دوران پایه گذار تخیل بی حساب و کتاب و بی پایان زندگی من شد. یادشان گرامی . pic.twitter.com/8xKUyxNH4T,pos,neg,neg,,,,,,
predictions,ناگشته من از بند تو آزاد بجستی ناکرده مرا وصل تو خشنود برفتی آهنگ به جان من دل سوخته کردی چون در دل من عشق بیفزود برفتی #دلتنگی,neg,neg,neg,,,,,,
predictions,#اسپانیا‌_مُرد_تا_بُرد از بازي انشب يه درس گرفتم! ممكنه ببازي اما تو قلبت برنده اي! پس با تمام وجودت بجنگ تا خودت بدوني برنده اي! #نسل_ما #ما_ميتوانيم راستي شك ندارم پرتغال رو ميبريم و از اين گروه بالا ميريم!,pos,neg,neg,,,,,,
predictions,وقتی کسی باشه که بهش وثوق کامل دارم بله,med,neg,pos,,,,,,
predictions,ننگشون باد،احتمالا اونجا داره جهاد نکاح میکنه،این جمله ی کثیفش،از دهان یه ایران بانو درنمیاد،اینم تخم عربه،مشغول جهادت باش #کثافت_کلمه #حرومزاده,neg,neg,neg,,,,,,
predictions,خروج #ترامپ از #برجام تاثیر چندانی بر اقتصاد ایران نداره چون دلار از این گرونتر نمیشه.درعوض دست #ایران باز میشه که برنامه هسته ای رو با سرعت ادامه بده.دنیا هم میدونه که ایران حسن نیت نشان داد و #آمریکا خلف وعده کرد.,pos,neg,neg,,,,,,
predictions,ولی این موقع شب معمولا خیلی سخت و طاقت فرسا میگذره. خیلی فکرمیکنم چون,neg,neg,neg,,,,,,
predictions,هوای آسمان دلهامان گرفته، ولی بی بارش است، هوای آسمان کشورمان آفتابی و کیریست!!! #هوای_گرم #هوای_کیری #حال_بد,neg,neg,neg,,,,,,
predictions,شریفی نیا تو رسوایی 2 دقیقا نقش خودشو بازی میکنه نمکی بهش گفته نمیخاد کاری کنی فقط خودت باش #لاشی,neg,neg,neg,,,,,,
predictions,جای این مزخرفات یکم به فکر مردم باشید و بترسید. واقعا با فیلترینگ تلگرام چه راهی رو پیش بردید!؟ #بی_عرضه #ترسو #دیکتاتور_شمایید,neg,neg,neg,,,,,,
predictions,تو خارج کنار دوستان 5+1 حال میکنید هااا هی بدین بره ، همه رو بدین بره #بیشعوری #بی_شرفا #استیضاح #ایران #براندازم #اصلاح_طلب #حسن_روحانی #احمق_ها #بی_غیرت #عراقچی #ظریف #اصلاح_طلبان #لیبرال #رفیقم_کجایی #رفراندوم_ازاد #برجام #با_شماییم #با_فریدون #جاسوس #,neg,neg,neg,,,,,,
predictions,جالبتر اینه که ینی یک کدوم از بازیگرای قلاده با اعتقاد بازی نکردن،همشون گفتن بعد از مدتها بیکاری بهمون پیشنهاد کاری شد پذیرفتیم ،خب اخه دیگه ازین ضایعتر؟,neg,neg,neg,,,,,,
predictions,تا ی هفته سرحالی,pos,neg,pos,,,,,,
predictions,اينكه اينقد نگاه سكسيستى و جنسيتى دارين واقعا ناراحت كنندست. #سكسيسم #جنسيت #تاسف,neg,neg,neg,,,,,,
predictions,خانم #مریم_رجوی ، رئیس‌جمهور برگزیده مقاومت #ایران ، روز سه‌شنبه با ستودن #اعتصاب بازاریان و کسبه شهرهای مرزی عموم #جوانان را به شرکت و حمایت از این اعتراضات فراخواند و خواستار آزادی سریع بازداشت‌شدگان شد. دبیرخانه شورای ملی مقاومت ایران ۳۰فروردین ۱۳۹۷(۱۹آوریل ۲۰۱۸) #براندازم pic.twitter.com/pA6PoeK2XC,med,neg,pos,,,,,,
predictions,معتمد آریا امتحانشو پس داده اگه نمیرفت وضعش بدتر میشد دومن بقیشون هم منافعشونو رو مهمتر از مردم میدونن نوبت ما هم میرسه چطوره اگه تو جایی خواستن صحبت کنن این اعتراضو نشون بدیم #اعتصاب_سراسری #نوبت_ایران_فرارسیده #علی_نصیریان,neg,neg,neg,,,,,,
predictions,مگرهرکی تاریخ کشور وجهانرا یادآورهمگان شد،و گوشزدکرد،تالغزشهای سخت گذشته بازآفریده نشوند، پشت گرمی اش به انگلیس،روس،چین،آمریکاوفرانسه است!؟,neg,neg,neg,,,,,,
predictions,من نه #برانداز ام نه #ارزشی .من #اصلاحطلب و حامی #اصلاحات ام. #ایران وطن من است وبرای سربلندی کشورم از هیچ تلاشی دریغ نمیکنم.اگر انتقاد میکنم دلسوزم،اگر اعتراض میکنم نگرانم،اگر مطالبه میکنم ایرانی‌ام! من هواخواهِ منشِ #خاتمی و دلبسته‌ی مسلکِ #میرحسین و حامیِ رییس‌جمهور #روحانی ام.,pos,neg,neg,,,,,,
predictions,"حالا چرا قرقره میکنی؟! از یک منظر علی رغم آکبندبودن مغزت, شما راست میگی! واقعا هرجا اسلام واقعی باشه کشتار بیشتره و مسلمانان واقعی رو قتل عام میکنن! نمونه بارز اسلام واقعی 14 معصوم هستند که سرنوشت 13تای اونا با بدترین شهادت گره خورد! اسلام واقعی همیشه مظل",neg,neg,neg,,,,,,
predictions,نمیشود هم دنبال توسعه بود و هم جامعه را کنترل کرد. اگر برای کارهای بانکی تکنولوژی را وارد مملکت کردید این تکنولوژی خود به خود چیزهای ناخواسته ای را هم وارد مملکت میکند. ارتباطات یعنی آگاهی نسبی جمعی. آگاهی ای عمیقی نیست ولی کفایت میکند تا مردم بفهمند حکومت ایدئولوژیک ناکارآمد است,med,neg,neg,,,,,,
predictions,سلام روحیه خوبی دارید.برایتان سعادت و سرافرازی و سربلندی آرزو دارم,pos,neg,pos,,,,,,
predictions,هر روز دارید غیر قابل تحمل تر میشید,neg,neg,neg,,,,,,
predictions,دختر عمو: با ادب مهربون ناز و قشنگ هستش دختر خاله : #جنده است,neg,neg,pos,,,,,,
predictions,عزیز دل مایی شما,pos,neg,pos,,,,,,
predictions,من تو این دخمه شادم چون تو منو هل دادی توش,pos,neg,pos,,,,,,
predictions,لازم نیست اینقدر به خودت لعن بفرستی بزرگوار #دروغگو #پوچ_اندیش,neg,neg,neg,,,,,,
predictions,چه حس خوبیه این عکسهای رومانتیک اینستا رو میبینی بعد خاطره‌های مشابه داری: عه! ما این کار رو کردیم، عه! اونجا بودیم، عه! عین خودمون #خوشبختی,pos,neg,pos,,,,,,
predictions,دارید فتوای مراجع را نقد می‌کنید؟ موضوع من این نیست. من می‌گویم چرا روحانی در مورد این موضوع سکوت کرده و در پشت پرده دنبال نظر مراجع است. چرا رو بازی نمی‌کند و می‌خواهد بحث را به چند ناسزا تقلیل بدهد. همان ناسزا هم راه حل دارد، ولی روحانی می‌خواهد فقط حرف بزند و کف و هورا بگیرد.,neg,neg,neg,,,,,,
predictions,حالا کف و دست زده یا هورا . ولی جدی این با خودش چند چنده,neg,neg,neg,,,,,,
predictions,خوب بازي كرديد،ولي در جريان باش قويترين #ليورپول يه دهه قبلتون مقابل يكي از ضعيف ترين #رئال هاي قبل بازي ميكرد،اتفاقات فوتبال غير قابل پيشبيني هست،راموس بد زد بحث عمد و غير عمد نيست،حركتش ناجوانمردانه بود،اين قهرماني منو خوشحال نكرد،فقط از كون سوزي بارسايي ها و سيتي فنا شادم https:// twitter.com/samlfcc/status /1000480964873736192 …,pos,neg,pos,,,,,,
predictions,عالی فرناز همه چی خوبه بی تابیاتو میخونم خستگیهاتو خودت خوبی سرحالی,pos,neg,pos,,,,,,
predictions,روحش شاد مردم قدردان خوبان خود خواهد بود وفردا از هنرمند مردمي خود بخوبي قدرداني ميكند بع اميد ديدار عزيزان كه بدرقه باشكوهي از هنرمند فقيد خود بكنيم,pos,neg,pos,,,,,,
predictions,جرات داري در مورد فساد حرف بزن. #چاقال,neg,neg,neg,,,,,,
predictions,حرف شما بالنفسه کاملا متین، و البته شخصا افتخار میکنم شما در این فضا حضور دارید و تااین حد نسبت به نظرات متفاوت بااحترام برخورد می‌کنید، منتها بحثم اینه که شانیت شما اجل صرفا انعکاس مقالات است. ‌شما خودتان منبع خبرید، توییت‌های شخصی شما اگر بادقت زده شوند خبرساز می‌تواند باشد...,pos,neg,neg,,,,,,
predictions,هیچ‌وقت انقدر از گرما وحشت ‌ زده و فراری نبودم که امسال.مال سن و ساله یا صبر و تحمل یا چی؟,neg,neg,neg,,,,,,
predictions,با اصحبتهای مستند شما متنبه شدم معین جان. ان شا الله روزی فرا برسد که همه قدردان روحانیت باشیم. آری‌ به امید آن روز,pos,neg,pos,,,,,,
predictions,#علیرضا_کریمی ، که تو بازی‌های جهانی امیدها قهرمان نشد اما نشون داد پهلوانه، امشب قهرمان آسیا شد :) قهرمانی‌ت مبارک,pos,neg,pos,,,,,,
predictions,چقد بده که به ثانیه نکشیده توییتات از ذهنت پر میکشن و محو میشن #عصبانی,neg,neg,neg,,,,,,
predictions,در هر صورت علاقه اي به ديدنش نداشتم اونجا، ولي خوب هايدگر هم طرفدار نازي بود، اما چيزي از بزرگيش رو كم نكرد. اين خاصيت انسانه، پر از اشتباه و در عين حال بزرگ,pos,neg,pos,,,,,,
predictions,بله دقیقاً همین‌طوره که می‌فرمایید؛ و در حسن نیت و مسئولیت‌پذیری ایشون شکی نیست؛ ولی نظر شخصی من اینه که سنجیده عمل نشده. متأسفانه وقتی بستر مورد مطالعه قرار گرفته از سوی چندین روان‌شناس و... و تدوین شده وجود نداره، گاهی اقدامات سلیقه‌ای و شخصی این‌چنینی می‌تونه به مراتب تبعات,neg,neg,neg,,,,,,
predictions,داش علي منصور! متشكريم كه يه ركورد جانانه تو آسيا برامون ثبت كردي اخه لامصب شش تا رو چجوري خوردين #استقلال_العین #منصوريان #افتضاح,neg,neg,neg,,,,,,
predictions,وحید شریعت فاجعه تاریخی رو یادته؟ داره به جاهای خوبش میرسه! https:// freudianassociation.org/?p=36844 #Internet_For_Mitra_Now #اینترنت_برای_میترا,pos,neg,pos,,,,,,
predictions,بعید میدونم شما حافظ قرآن باشید!! که از درک مبانی اولیه بی بهره اید. #احمق #عالم_بی_عمل #نشخوار,neg,neg,neg,,,,,,
predictions,وقتی باور داشته باشی قرآن کلام خداست؛ یعنی خداوند و یگانگی اون،معاد و روز حساب، پیامبر و رسالتش وخیلی چیزهای دیگر رو پذیرفتی یعنی پذیرفتن هر کدام نشان از پذیرفتن خدای یگانه داره. حالا چرا باید برای امر کرده ها و نهی فرموده های همچین خدایی( بلند مرتبه! و بی نیاز) دلیل نیاز باشه؟!,med,neg,neg,,,,,,
predictions,یه ضلع سوم هم داره‌، مظلوم نمایی و من چقدر بدبختم: عزیزم تو چه قدر خفنی، من چه قدر بدبختم (خودش را به وی می‌مالاند),neg,neg,neg,,,,,,
predictions,دوش ، کتاب ، چای ، فیلم ...هنوزم میشه خوشبخت بود. #دلخوشی,pos,neg,pos,,,,,,
predictions,رییسی از امام رضا تو دهنی خورد تا یاد بگیرد با دین مردم بازی نکند #ریاکار #دغلباز,neg,neg,neg,,,,,,
predictions,قدردان تلاش امثال شما هستم و سعی می‌کنم از همین مدل پیروی کنم. منم همین‌جام و نمی‌رم. معتقدم از یه جا به بعد دیگه خودمون اهمیت نداریم و باید به بعدی‌ها فکر کرد. اگر هر یک میلیون نفر بتونن سالی یک دونه قانون خوب تصویب کنن یا یه قانون بد رو حذف، سالی ۸۰ قانون جلوییم. هرچیزی ممکنه.,pos,neg,neg,,,,,,
predictions,قطعا کسانی که آیات ما را تکذیب کردند و از پذیرفتن آنها تکبر ورزیدند، درهای آسمان بر آنان گشوده نخواهد شد و در بهشت هم وارد نمی شوند مگر آنکه شتر در سوراخ سوزن در آید...! سوره اعراف آیه 54 خدا داره مثل میزنه... نظرت؟ #تام_و_جری,neg,neg,neg,,,,,,
predictions,وقتی داعش پشت دروازه اربیل و سلیمانیه بود کجا بودی قهرمان ! وقتی کوبانی محاصره بود کجا بودی قهرمان ! توی سوراخهای توئیتری مخفی بودی و به نفع جاهلیت عرب آل سعود توئیت می زدی می دونی سردار سلیمان تنها با 70 نفر جلوی داعش رو گرفت! می دونی ناموس کرد ! ناموس ایرانیه ! #جمهوري_اسلامي pic.twitter.com/4KKD06FlYl,neg,neg,neg,,,,,,
predictions,فرقی نداره من قبول دارم,pos,neg,neg,,,,,,
predictions,میگن : #مخملباف و #خاتمی #ملک_مطیعی رو ممنوع التصویر کردن ! میگم: ملک مطیعی مروج فساد و فحشا و همپالگی اشرف پهلوی بود و کار اونا خیلی هم درست بوده! نکته بدش اینه که اونا رو عقیده درستشون نموندن !,neg,neg,neg,,,,,,
predictions,من پیروزی انقلاب و بهت تبریک میگم,pos,neg,pos,,,,,,
predictions,دمت گرم . البته از اون موقع به بعد هی به ملت می‌گفتی برن سر جاشون بخوابن :))),pos,neg,pos,,,,,,
predictions,اقا چقدر #افطار خوبِ #دست_خوش,pos,neg,pos,,,,,,
