text,label
یه توک پا رفتم تو پارک کنار کتابخونه ساندویچمو بخورم. نه زیر درختی نشستم نه هیچی. برگشتم نشستم سر جام، بعد نیم ساعت یه حشرهٔ دو سانتی پشمالو و پهن و چاق شبیه هزار پا از رو سرم افتاد رو میز. هیچی دیگه خیلی کنترل کردم خودمو جیغ نزنم وسط کتابخونه. لعنت به گرم شدن هوا و این حشره‌ها!,0
اقا چه بلایی سر ۱۰۰ گیگ اینترنت امده؟؟,0
شاید بد نباشه بدونید در انتخابات اخیر ریاست جمهوری دادستان یک شهر فرماندار رو تهدید کرد از بالای ساختمون فرمانداری میندازمت پایین #ننگ,0
@azarijahromi  وزیر عزیز بنده سرعت ۱۶ مگ مخابرات همدانو خریدم اینترنتا هر ۱ ساعت یک بار قطع میشه بعد باید زنگ بزنیم به مخابرات 20 دقیقه توی صف بمونیم جوابمونو بدن الان ی سه ساعتی شده خود مخابرات هم جواب نمیده شما لطف کنیین جیب مارو نزنین صد گیگو نمی خوایم من الان واقعا دیگه اعصابم خورد شده نمیدونم به کی بگم الان دوباره نتمون وصل شده سرعتش۱۵۰ کیلوبایت بر ثانیس من دیگه حرفی ندارم و فقط میتونم بگم خاک بر سرمون که ساده ترین چیز هارو مثل اینترنت درست رو هم نمیتونیم فراهم کنیم,0
گوشی پزشک  رو نقاشی کرده,1
استاد از جریمه برانکو چه خبر ؟ انشالا جریمه کالدرون هم بزودی میرسه . اهه طرفدارا چنان دامن مدیران بی لیاقت میگره رسوا میشن . مدیران بادمجان دور قابچین و بله قربانگو عاقبت پرسپولیس از این بهتر نخواهد شد .  حالا به لطف نادانی مدیران سپاهان دوران خوش خوشانشان هست روزای سختشون هم نزدیکه. بیچاره طرفدار بیچاره هوادار  که باید تاوان مدیران ناکارآمد بدیم,1
اگه واقعا دوس داری ملت رو خوشحال کنی کرونا بگیر حاجی خوشحال مون کن🙏👍👌❤,0
بجا این مسخره بازیا یخورده سرعت نتارو بالا ببر عصبی شدیم با این وضعیت اینترنت,0
اینترنت من نمیدونم مال کدوم شرکته🙈 مشکلی پیش میاد به بیست بیست زنگ میزنم میشه مخابرات دیگه؟😂🙈,1
یادمه صبح زود که توییتر رو چک کردم همه جا اخبار جنگ بود، تهران رو زده بودن، بعدش رفتم سر یه امتحانی، تمام مدت فکرم مشغول بود که چرا تو قیافه‌ی هیچ کس وحشت نیست. حالا که فکرش رو می‌کنم می‌بینم صبح اصلا اینترنت نداشتم. خواب دیدم گویا,0
چه کرونا شیکی,1
💚💚💚💚💚💚💚🙌🙌 حاجی اینترنت رایگان خیلی خوب بود ودر کنترول کرونا خوب عمل کرد,2
اینو با افتخار نمیگن این یک نمونه از حماقت های امام کذابتونِ #احمق,0
الان شما یه خارجی پیدا کن و بگو قراره دولتمون به من که سرپرست خانواده‌ام هستم  وام ۷۰ دلاری ۱۲ درصدی ۲۴ ماهه بده ، همونجا دست میکنه تو جیبش ۲۰۰ دلار میذاره کف دستت و میگه این واسه خودت،اگه خواستی ده دلارشم بده به دولتتون.,0
باعرض سلام اقای وزیر چند روز پیش فرمودید که سرعت اینترنت خوب میشه حالا خوب نشده قطع وصل میشه واگه میشه توضیح بدین؟,1
در رابطه با لکه باید بگم که با ترکیب صابون مایع و اب روی خطوط رو دستمال بکشین.و در مرحله بعدی با پنه ی آغشته به استون یا الکل روش بکشین. اهنگ هم برای مجید اخشابیه. درمورد نقاشی هم نمیشه به قطعیت گفت چون بچه ها اشکالی رو جور دیگه ای تصور میکنن و کدگذاریشون متفاوته وقدرت تخیلشون خیلی بیشتر از بزرگتر ها هست 😊,1
لطفا یک سر به اپراتور رایتل بزنید. وضع اینترنت رایتل اصلا خوب نیست. با وجود تبلیغ های پوچ سرویس دهی خوبی نداره و پاسخگو نیستن. عدم رضایت مشترکین رو می تونید در پیام های پست رایتل در اینستاگرام مشاهده کنید,0
شمال و جنوب ندارد که! تمامش دلتنگیست، وقتی تو در مرکز دلم نباشی... #دلتنگم,0
زورت نرسید اینترنت رایگان رو تمدید کنی گفتی بجاش این پست رو بزارم؟ به شعوره ما توهین نکن,0
والا فردوس توش دزدی هایی میشه بیا وببین همین چند وقته پیش یه مغازه موبایل فروشی توخیابون انقلاب رو اتیش زدند!!!!,0
چ خوشکل مسافر کوچولو بگید پخش کنن من دو هفته نمیرم مخابرات کارتن میبینم,2
دمشون گرم...جانانه جنگیدن...اون لایی هم که دیگه نگم محشر بود محشر ماشالله به این همه غیرت با کیفیت پیش بریم پرتقال رو زدیم #تیم_ملی_ایران #قهرمان #جام_جهانی_روسیه_2018,2
حاجی شهر من رو نجات بده من خودم ساکن تهران هستم و برنگشتم به همدان تا در خانه بمانم و مغازه های خودم و برادرم هم در همدان تعطیل کردیم که باعث مریضی کسی نشیم هرچند خیلی برامون بار مالی زیادی داره و تو عید بازار ما خوبه ولی تعطیل کردیم الان خبرهای که میرسه نشون میده همدان خیلی مسافر رفته و آمار بیماری هم زیاد شده . لطفا بگید هتل ها نیز تعطیل کنن جون مردم با ارزش تر از پول هستش کمک کنید فقط تا شکست بدیم,0
شهردار محترم چرا شهر از ۲۴ اسفند تا ۱۵ فروردین تعطیل کنید اداره ، مغازه ، پاساژ غیر از سوپر مارکت ها و میوه فروشی ها منع رفت و آمد هم بزارید,0
شما وزیر ارتباطاتی یا آبدارچی مخابرات؟؟؟ فیلترینگ داخلی ب تو ربطی نداره؟؟؟ قطع اینترنت خانگی ب تو ربطی نداره؟؟؟؟ پس تو چکاره مملکتی بابا ریدین خدایی مردم وبیچاره کردید وعده ی چک ها وقسط ها وقبض ها ک دروغ ازاب دراومد اینترنتم ک پشم بود تمام حرفاتون دروغه روتون میشه نفس بکشید؟؟؟,0
چی چی گفتی مگه دولوپرای ایرانی مشکلی هم دارن که میخوای بهش اشاره کنی هااااااا #عصبی,0
آقای جهرمی که انقدر ادعات میشه و سر مردم منت میزاری بابت این ۱۰۰ گیگ،خدا ازت نگذره که تو این هفته من فقط یه روز نت داشتم،امروزم دوباره قطع شد،هیچ کسم جواب گو نیست،من از شاهین شهر اصفهانم و اینترنت مخابرات استفاده میکنم،۲۰۲۰ که هیچ پشتیبانی نداره,0
هشتگ #metoo رو كه دنبال ميكني از مرد بودن خودت خجالت ميكشي ميشي مخلوطي از حس خشم و تأسف و انتقام. يكبار مُردن براي اينجور آدما كمه,0
چرا انقدر اینترنت های مخابرات ضعیفه لطفأ پیگیری کنید,0
جناب دکتر ضمن تشکر من دو هفته پیش بسته اینترنتی م (مخابرات)تموم شده بود هر کاری می کنم فعال نمی شه زنگ زدم ۲۰۲۰ فرمودند باید بسته اینترنت بگیری بعد ...,1
کلا من یه خلاصه بگم رعایت و احتیاط کنید و مواظب خودتان و تمام مردم جهان باشید و نیازی نیست که مثلا آقای دکتر اینجور گفت و اونجور گفت اگر این دکترا چیزی بلد بودن واکسن می ساختن و دکترای که از لحاظ پست و مقام در اطراف من قرار دارند خودشون نمی گرفتن و اخرش جالب هست میگن بخاطر زحمت های که برای ملت گرفتیم یکباره گریبان خودمان هم شد جواب این افراد باید اینجوری داد یک نمونه از زحماتت و داری با جانت بازی میکنی آون در مقابل یک نفر که کرونا واقعی داشته حالا یا زنده هست یا فوت کرده به نمایش بزار کلا من دلم برای حتی کوچکترین موجود دنیا هم میسوزه اما وقتی هم ببینم در حال فیلم بازی کردن هستند بی رحم طوری که شیطان میاد پیش من میگه استاد یه ویژگی رو یادم بده کلا آموزش و آموزش ما هم بده منم براش کلاس هم میزارم عیدتان مبارک باد,1
طرف هشتگ میزند که #ماگروگانیم ... اتفاقا ارزشی میگوید همینکه هست اگر دوست ندارید بروید آمریکا و اروپا! پان ایرانیستَش هم میگوید تو همینی هستی که من میگویم اگر دوست ندارید بروید کشورهای همزبان خودتان! ما گروگان نیستیم، #مابرده_ایم که ظاهرا میخواهند آزادمان کنند!!! #WeAreHostage,0
سلام سلطان خوبی ...لطفا به حاجی دکتر حسن بگو لطفا کرونا بگیر و بمیر ...کامنت هاشو بسته بود مزاحمت شدم از خط ارتباط ی  استفاده کن و پیغام برسون... فدای تو که حیف داری میشی با کار های حاجی دکتر چ,0
سلام عیدشما هم مبارک  ولی بخدا کارگزاران مخابرت الان شرمنده خانواده شون چون مخابرات عیدی شون نداد وحقوق را دقیقه نود داد که اصلا دردی ازکسی دوا نکرد  کارگرکه کمترین حقوق را میگیره چشم انتظار این عیدی است تا بتوانند کمی سوراخ وسمبه های زندگی وتامین بچه ها را پرکند ولی مخابرات کاری کرد درتاریخ ثبت کنیم  ما که نه ازشما ونه مدیران بی لیاقت که تبعیض قائل شده نمیگذریم شمارا به همین امام رضا واگذارکردیم تا حق وحقوق ما را بگیرد چون بخدا شرمنده وخجالت زده خانواده دربهترین روز سال هستیم قضاوت با وجدانتان,0
آقای جهرمی ۱۰۰ گیگ اینترنت رایگان دادین از اون موقع تا الان اینترنت مخابرات قطع شده ما این ۱۰۰ گیگ رو نخواستیم اینترنت رو وصل کنید😑,0
برای رفع فقر در جامعه علاوه بر کمک باید در هر شغلی هستیم بیشتر تلاش کنیم تا کشوری توسعه یافته داشته باشیم. در ترکیه تو یه کارگاه ساده کارگرانی را دیدم که برای سرافرازی کشورشون کار میکردند ولی من برای حقوق تعیین شده کار میکنم؟,0
بصیرت❤❤,2
اقا قضیه این اینترنت ملی چیه که میگن از فردا قراره بیادو اینستام باهاش از دسترس خارج میشه؟,1
Hoy jahromi ridi tu interneta raft ke ba in karet nemikhay dorost koni gand karito vaghean in masale ha vase vazire ertebatat nabayad chizi bashe vali inghad na layeghi ke ye sorate internet nemituni fix koni #esfefa #استعفا,0
@azarijahromi اقای وزیر اینترنت درشهرهای لرستان افتضاحه اپراتورها هم جوابگو نیستن,0
ای مردم که صدای منو میشنوید مشکل این رژیمه که نمیاد قرنطینه کنه ، اگه گفتن به مردم که تو خونه بمونید درست بود کل دنیا الان این کارو میکرد ، باید همه جا قرنطینه بشه و نیاز های زندگی به خونه های مردم داده بشه مثل چین، اینا چجوری میگن تو خونه بمونید وقتی اکثر ادارات باز و تعطیلی عمومی اعلام نمیکنن ؟، این همه مغازه دار و کارمند و کارگر چجوری میتونن خودشون تو خونه بمونن وقتی باید نون شب در بیارن ؟ یه مغازه دار چجوری میتونه تو خونه بشینه وقتی می بینه عده ای از مردم میان برای خرید؟؟؟...... پس تنها راه قرنطینه کامل مثل چین هست که البته این رژیم این کارو نمیکنه و من فک میکنم یکی از دلیلاش این باشه که پول نداره و همه پول هارو یا بالا کشیده یا داده سپاه قدس و سوریه و عراق و لبنان و فلسطین,0
بسه لاشخورا یا فکر مردمو مملکت باشین یا گمشید بیرون ما هم شدیم مث اهوازیای بدبخت خدا لعنتتون کنه ک داریم زجر میکشیم,0
هزار بار خوندي و گفتي كه حضرت علي از درآوردن خلخال از پاي زن يهودي گفت اگر از غصه دق كني و بميري رواست اما اصلن معني شو نفهميدي اينا همين بچه مسلمونايي هستن كه تحت مسئوليت شما تربيت شدن و الان ناخواسته اتفاقي براشون افتاده كه جسارت بيان شو شما نداري! https:// twitter.com/khodabakhshi60 /status/1001737910398390272 …,0
دیروز پریروز بود سرکار داشتم تی وی میدیدم یه یارو رو آورده بودن که به قول خودش زشت بود و به خاطر این قضیه بیرون نمیومد یا کم میومد خلاصه این یارو بالاخره با یه دختره ازدواج کرد و به خاطر این پیروزی آورده بودنش تلوزیون :))),2
خداوکیلی از پس‌ یه اینترنت همراه بر نمیای سرعت دایل اپ بیشتر از این‌اینترنت پر سرعت شماست,0
یا قرآن تو این بیستوچهار ساعت هزاروپونصد نفر بخاطر کرونا تو تهران مردن😳,1
چرا مخابرات ۱۰۰ گیگ نمیده؟؟😏,0
یه استوری در رابطه با همین مورد تجاوز به دانش آموزا و اینکه ولشون نکنیم گذاشتم اینستا بعد یکی رو که اصلا فکر نمیکردم آزار دیده باشه یا حتی بخواد بگه ریپلای زد,0
#راننده پیرمرد شنگول سرصبحی با لحجه های بامزه مختلف حرف میزد. پسرش زنگ زد باهاش مشهدی حرف زد. تعمیرکار زنگ زد جوابشو با #لحجه اصفهانی داد. کرایه ی مسافر رو که گرفت، شیرازی ازش تشکر کرد. و حین رانندگی هم زیر لب ترانه شمالی میخوند. پیاده که شدم گفت: بای کوکا!!,2
علی خامنه ای ک سر کونش دو قرون نمیرزه رو نباید با تاریخ پر افتخار این کشور مقایسه کنی,0
حالا مریض نشی از فردا قرنطینه شی. حداقل هستی میتونیم یه شکایت بیخودی کنیم بت,0
نت مخابرات تروخدا خیلی اذیت میکنه رسیدگی کنید لطفا,0
سیل بیا کرونا پاک میشه آقا وزیر 😐😐,1
Hajiiii enqad clip nabin sorato internet mesle lakposhte ye fkri kon be ja insta gashtan,0
ولی ما که این همه مدت سکوت کردیم و درمورد #ناصر_ملک_مطیعی حرفی نزدیم، این همه هشتگ زدن و سوگواری همش الکی و دروغین و رفع تکلیفه. همون مرده پرستیه.,0
حاجی جای این کارا جلو دزدیارو اول بگیر ! بارها من و سایرین درباره دزدی های اینترنت مخابرات شیراز ۲۰۲۰ کامنت گذاشتیم ولی انگار نه انگار. گفتی ۱۰۰ گیگ بدن ولی ۶۰ گیگ ببشتر داده نشده به ما. حالا یا واقعا دزدیشونو نمیبینی یا نمیخوای ببینی؟ در هر صورت تو هم شریک #حق_الناس اینا هستی,0
لبخند حسن نیت ساقی آخر مرا خواهد فریفت این روشن است روزی پیاله را سر می کشم,2
@funny_moneyy درامدزایی در قرنطینه تلگرام,1
به همراه اولیا اینترنت بدین کل خانواده ی ما بمونه خونه🦋درضمن چرا قرنطینه نمیکنید نکنه شاغلین ضدکرونا هستن 😕به ما گفتن از6بیاید سرکار.😕🌸🌿,0
یه یادی هم بکنیم از #مارمولک‌ترین شخصیتی که در آستین خودمون پرورش دادیم و حالا معلوم نیست کدوم گوری تشریف دارن؟ #علی_اکبر_ولایتی #بی_شرف,0
هراس آخوند صادق لاریجانی از ارتقای اعتراضات مردمی به خیزشهای ضدحکومتی https:// news.mojahedin.org/id/d367ad3d-fa 91-4f4d-8110-e62d0ab50b24#… ایران_آزاد۹۷ #سرنگونی #قیام_سراسری #اعتراضات_سراسری #ایران #مریم_رجوی #مجاهدین #براندازم #FreeIran2018,0
سلام آقای وزیر دوماهه مناطقی از کاشان خطوط تلفنش فیبرنوری شده و دیگه نمیشه از شرکت های خصوصی مثل پیشگامان اینترنت گرفت و تنها شرکت ارائه دهنده سرویس شرکت مخابرات هست که یک شرکت دولتیه سرعت ۱۶ مگ خریدیم اما طبق سامانه نت سنج مرکز مقررات سرعت ما حتی کمتر از یک مگابیت هست پشتیبانی شون هم هیچوقت جواب نمیدن و میگن حضوری برین مخابرات افتضاح ترین کیفیت سرویس و پشتیبانی رو از مخابرات میبینیم در کاشان ، چرا باید سرویس خطوط فیبرنوری انحصار مخابرات باشه و پاسخگوی کیفیت سرویس هم نباشه؟ هر نیم ساعت یکبار ما قطعی اینترنت داریم و همون نیم ساعت هم که وصله سرعت زیر یک مگابیته ، انگار هزینه لامبورگینی میدیم و با شتر توی اینترنت میچرخیم ، طبق نظرسنجی سازمان تنظیم مقررات اگر بررسی کنید جز بدترین ها شده مخابرات در کاشان، بهترین شرکت های سرویس دهنده شرکت های خصوصی شاتل و پیشگامان هستند که متاسفانه با فیبر شدن دیگه سرویس نمیدن بهمون لطفا کمک کنید,0
خرید چی دلت خوشه طلب های مخابرات موند به دلمون شب عیدی بی پول بیست تا خانواده شرمسار شدن پیش زن و بچه هاشون😡😡😡😡😡😡😡😡😡😡😡,0
😐اقای وزیر جوان گل 😁بی زحمت این پاتون یکم از روی سیم اینترنت بردارین ما تو مغازه بدون مشتری کل سرگرمیمون به اینترنته که اونم پای شما روشه😁لطفا یکم پاتون شل کنید ما رایگان نمیخوایم فقط همینکه داریم بذارید راحت استفاده کنیم😒,0
آقای  جهرمی  لطفا به پیام های دایرکت جواب  بدید.,1
هرکس که گشت حاکم کاخ سپید مُرد در آرزوی دیدن روز شکست ما #رهبر_انقلاب پس از این بیت فرمودند: آفرین . آفرین,2
سلام آقاي جهرمي خسته نباشيد ولي به فكر كسايي كه از مخابرات اينترنت ندارند هم بكنيد به خدا من انقدر مصرف اينترنتم بالا نبود كه الان تو اين قرنطينه بالا رفته و من يه دانش آموزم كه تنها راه ارتباط با شما اينستاگرام بود كه تازه نصب كردم و بايد پاك كنم چون به كارم نمياد از شما خواهش ميكنم براي همراه اول هم بسته اينترنتي رايگان بديد تا قرنطينه پدر ما رو در نياره كه تا الانش در آورده باتشكر از شما و كادر رياست جمهوري,0
به تو چه بی بی سی #بیشرف,0
اسم صفحشون سربازان گمنام امام زمان است و نماینده سوازیلند را «گلابی» خطاب می‌کنند صرفا جهت تحقیر رییس جمهور. #تاسف #تحلیف,0
کرونا مگه تموم شد که اینترنت و پس گرفتین؟؟ هدیه داده شده پس گرفته میشه مگه 🤔هنوز بیس گیگمون مونده,0
در جمهوری اسلامی یه جور بخوربخورِ که همه وزرا و مسئولین علیه هم ادله و مدارک دارن. #تلخند,0
آقای جهرمی بخاطر سرعت اینترنت چون که طرف کارش بود وضرر کرده، جلو من شهدا رو لعنت کرده اشغال که رفتم این شد وضع مملکت خواهش ی کاری کنین اینترنت ندارم ما هر نیم ساعت 15 دقیقه قطع میشه اون نیم ساعت هیچچی سرعت نداره متاسفم از خودم که ایرانیم,0
هرکه را یک کار همه کار.هرکه راه همه کار هیچ کار.همون سیاست گذاری و ایجاد بستر رو انجام بده بقیشو جوونترا بلدن از منو شما بهتر,0
مرسی دوست خوبم باشه ولی ی بار که گفتم گفت اونایی که کامروا بودند هیچ گوهی نخوردن بخدا بی شوخی ی بار سر خواب بهم گفت,2
بعید میدونم شما حافظ قرآن باشید!! که از درک مبانی اولیه بی بهره اید. #احمق #عالم_بی_عمل #نشخوار,0
اقا اون سرعت نتو خب درست كنيد استاد مياد مجازي ميزاره نت وسط قط ميشه 😕😕😐بعد مخابرات قط ميشع😐😐حالا با اين وضع استاد تو كلاس مجازي حضور غياب ميكنه ميگه هر كسي نيس غايب زدم حذف كنم اخه اين چه وضعشه😐😐 لااقل هر روز تو يه جلسه دولت ميشينيد به اون يكي وزير بهداشت يا علوم بگيد كه واقعا مشكل داريم نميشه مجازي برگزار كرد,0
یه بار داشتیم از این سریال آبکی های ایرانی میدیدم ، چند تا مرد داشتن دنبال یه زنه می کردن ! پدر گرامی رسید خونه ، گفت داستان چیه ؟ گفتم این مردا دارن دنبال زنه میکنن که بگیرن بکننش ! پ‌.ن: میخواستم بگم بکشنش ! https:// twitter.com/eli_topolzade/ status/1001120164685938688 …,2
گربه دستش به گوشت نمیرسه میگه بو میده، تو صف مترو وایسادی ایرادای زانتیا میگی؟ بدو تا در بسته نشده بابا اسکول,0
با سلام❤..بزودی فروش انواع لباس بچگانه با بهترین کیفیت و نازلترین قیمتها و بروزترین مدلها آغاز میشود.لطفا پیج مارا فالو و تا انفجار بمب ارزانی همراه ما باشید💣💥😍👕👚🧥👖👗👟😋👸🤴,1
چکار باید کرد آیا اینترنت هدیه نمی دهید,1
سرعت اینترنت در حد افتضاح هست توام که فقط بلدی بخندی و حرف بزنی هیچی از دستت برنمیاد بی خاصیت,0
حفظ #شرافت_انسانی مهمتر است یا #قرارداد_باشگاهی ؟ #بی_شرف #بی_غیرت #فوتبال_سیاسی_نیست,0
جون عزیزت اینترنت سیم‌کارت رو یه اورتگا بزن تند تر بره,0
مخابرات فعال شده ایرانسل هم *98# گرفته بشه اطلاع رسانی ایراد داره,1
آقای جهرمی به جناب روحانی بفرمایید:کم پیدایی صبح جمعه بیدار شدی دیدی ملت همه کرونا گرفتن؟,0
فکر کنم وزیرسندروم کم کردن بی قرارسرعت اینترنت داره پوووووووووووکیدیم لطفاباتدبیروامیدکاری کنید😂😂😂😂,0
سوختم خود را برای او غلط کردم ، غلط اینکه دل بستم به مهر عارضش بد بود بد #وحشی,0
قرنطینه  کردن  همینه😂,1
آقای جهرمی پابجی داری؟؟؟ آیدی بده...,1
اینجا کسی میدونه با بادمجان سیاه چه کارهای هنری میشه کرد؟,1
اینترنت هایtdlte چی میش پس؟؟؟😐😐,1
اون 100 گیگ بایذ تا پایان قرنطینه زمان میذاشتی 😑,1
چرا طرح قرنطینه کردن مبدا رو انجام ندادین ؟ چرا با این تصمیم گیری هیجانی و غیراصولی به ترس مردم دامن میزنید . ( چرخه ی انتقال ؟) کسی که کرونا گرفته دوباره مبتلا میشود و هیچ تضمینی نیسن که اگر کسی این بیماری را نداشته باشد سالم است این انرژی را بگذارید روی خدمات بیمارستان ها و‌پیدا شدن دارو ها و بستن ادارات همین امروز از مخابرات منطقه ۶ یک کرونایی را برده اند . رنگ ماشین های سیاه و‌روحیه ی ترسناک مسیولان وحشتمان را افزوده . شناسایی ؟ هیچ تضمینی جز انتقال ویروس خانه به خانه نخواهید داشت .,0
بنا به عادتشان از حوزه علميه بجاى پنبه از بادمجان. استفاده كرده مرده,0
آقای وزیر لطفا اینترنت رایگانو تا پایان کار کرونا، فعال نگه دارین,1
بله واقعا :)),2
وقتی شما یه اتفاق خیلی بد براتون میوفته چهار مرحله سپری میکنید ۱-شوک و انکار ۲-خشم و اندوه ۳- سوگواری ۴-پذیرش و تطبیق,0
موافقم اما بعید میدونم چپول‌های توییتر کاریش کنن,0
یعنی تعداد Query های ممکن از هر اکانت را در بازه زمانی مشخص محدود نکرده‌اند؟ چقدر افتضاح . در عجبم که تا کنون چند نفر کد مناسب برای استخراج ID تمام شماره‌های ممکن در اپراتورای موبایل ایران را نوشته‌اند و دیتابیس را استخراج کرده‌اند.,0
"یه آقایی: اقای جهرمی دیتای چهل ملیون ادم به چوخ رفت حالا چیکار کنیم ؟ 
آقای جهرمی: بهشون بگو سوپرایز داریم واستون",0
"دوماه اینده ؟ واقعا چجور ادمایی هستین باید بفکر مردم باشید نه اینترنت رایگانتون مشخصه نه سرعت اینترنت چه وضعشه اقای جهرمی فک میکردم بابقیه فرق میکنی اما همتون مثل همین نمیتونم یه برنامه دانلود کنم تلگرامم فیلترکردید مردمم دارین میکشین هم عذاب روحی میدید هم جانی تموم کنید دیگه این کاراتون مردم خسته شدن واقعا زشته خجالت بکشید برای مردم دیگه روحیه اعصاب ارامش نمونده اه لعنت خدا به کسایی که با نیت کثیف و بی وجدانی بی آبرویی دارن کار میکنن اون دنیا باید جواب این مردم بی گناه بدید . 
واقعا در تعجبم چجوری با خیال راحت سرتونو میذارید روبالشت میخوابید این چند میلیون مردم قلبن ازتون ناراحتن هرکسی که نامردی میکنه میخوره ازین مردم بیگناه. از خواب بیداربشید به مردم آرامش بدید",0
نت مخابرات درست کنید افتضاحه,0
#مردم طلسم شده شهر ما #باید_خون_گریست بحال شما #خون_جوانان_ما شد همه طنز شما #بیغیرت,0
دهه دوم #محرم هم تموم شد،زمزمه هایی شده برای اربعین، ولی من شاید نتونم برم، #بدبختی یعنی همین.. #دلتنگی یعنی همین #اربعین #من_و_يه_علم,0
یه قولی داده بودی ارائه اینترنت بر روی فیبر نوری و کابل pcm از انحصار مخابرات دربیاری چی شد؟,0
من گفتم نمی‌خونن نگفتم کم و زیاد کردن‌ش یا فارسی بودن‌ش تاثیر داره، حالا اشکال کاربر یا هر چیزی نیت شما مهمه، از نظر من قرار هست شما با علم به عدم مطالعه اکثریت کاربران از اطلاعات‌شون سواستفاده کنید. زمانی می‌تونید حسن نیت ‌تون رو ثابت کنید که چنین دسترسی نخواید کلا,0
جناب آذری جهرمی سلام.بنده مشترک شرکت مخابرات ایرانم ولی متاسفانه باز هم با توجه به کم فروشی که شما به آن اذعان دارید نمیتتوانم از خدمات adslاستفاده کنم.چرا زمانی که من آبونمان یکسان رو پرداخت میکنم به علت کمبود زیر ساخت امروز خط pcm داشته باشم.نیاز امروز من و امثال منو کی پیگیر میشه.باید از خدمات میلیونی مبین نت و ایرانسل استفاده کنم؟,0
اقای جهرمی ۴۰ درصد از اینترنت خونگی استفاده میکنن ۱۰۰ گیگ دادی بهشون تکلیف اون ۶۰ درصد چیه این روزا که کاسبی نیست اونایی که باید هی نت بخرن تکلیفشون چیه راستی خسته نباشید ایرانسل یه گیگ رایگان داد اونم واسه یه ساعت یعنی قشنک مردمو مسخره کردین نشستین دارین میخندین,0
خدا رو شکر چادری ام نه وایسا پیکا رو بهم نزدیم! تق،حالا از اول... #خدا_رو_شکر_چادری_ام یه چیپس وماست بده سجاد بال کبابیا رو نسوزونی! #حیوون,0
مغازه داره تو تاکسی داشت تلفنی به مشتریش مشاوره میداد، میگفت بیا بهت سرفیس بدم، مک بوک نخر همشون گرافیکاشون میسوزه #بیشرف #دزد,0
اگه سرعتشو عادی کنن و دیگه به سرعت نت کاری نداشته باشن که خیلی خوبه ، اکثر کاربرایی که از نت ثابت استفاده میکنن بخصوص اونایی که از مخابرات نت میخرن دیگه اعصاب براشون نمونده از بس سرعت نداره,0
آقای جهرمی حمایت از ایتا چی شد ؟ممنون میشم پاسخ بدید,1
سلام یه خانم از تهران برا دوستی پایدار پیام بده منم تنهام مجرد مستقل🔥😍😍😍,1
"""وقتی می‌خوان مثل حیوون لخت بیان بیرون یا سقط جنین کنن شعار My body",0
بفهم دیگر روز ها طولانی نیستند این تویی که #تنهایی,0
روحانی تنها کار درستش تو این ۷ سال انتخاب شما بود که ارزومه از نزدیک ببینمتون ❤️,2
هنوز هم دیر نیست ......... اگه چند روز ادارات تعطیل بشه آمار مبتلایان میاد پایین ... نگاه کنید از روزی که دادگستری تقریبا نصف شعبه هاش تعطیله مراجعین به ادارات کمتره . دزدها هم رحمو مروتشون گل کرده .طلاقها به تعویی افتاده ووووو پس اگه اداراتی چون مخابرات با اون ترافیک اربا رجوع ها برای صد گیگ اینترنتی که بصورت خودکار فعال میشه از طرف ارتباطات سیار و بانک ها و اون تعداد بسیار زیار مراجعین و دست به دست شدن پول های چرک و کثیف که خود یکی از بزرگترین ناقلین ویروسه وووو مسئولین لطفا و خواهشا اداراتو تعطیل کنید مطمئااااا منفعتش بیش از ضرریه که روز به روز شدید و شدید تر گریبانگیر همه ست .... وقتی تردد زیاده کارگران شهرداریم درگیریشون با شهر کثیف بیشتره و ادارت دیگه هرکدوم متاثرتر و متاسف ترن .لطفا تا بیشتر از این دیر نشده زودتر به خود آیید و تعطیل کنید,0
آقای وزیر وضعیت مازندران افتضاح هستش نمیخوایین دور کاری رو اجرا کنین؟ حداقل هفته آخر سال مخابرات رو تعطیل کنید همینجوری پیش بره هممون میمیریم,0
سرعت اینترنت از لاکپشت هم کند تره,0
بجای سرعت اینترنت،سرعت خرابکاری بچه‌تو میذاری؟,0
آقای جهرمی جان، لطفا صد گیگ اینترنت خانگی رو‌تمدید کنید، این تنها کاریه که الان حالمونو بهتر میکنه...چون معتاد نت شدیم شدید⁦☹️⁩⁦☹️⁩⁦☹️⁩,1
آقای جهرمی اینترنت مخابرات اصفهان درست کنید لطفاا,1
واسه جماعت گنجشک روزی آینده یعنی همین امشب #یاس,0
دکتر این چه وضع مملکته  تورم گرونی فاجعه بار اقتصاد داغون همه دنیا با ما بد شدند حرف مارو قبول ندارن ملت همینطور سیاست مخرب چرا فقط ایران باید اینجوری باشه هر روز یه قیمت این نوع حکومت کردن که از عهده یک بز هم بر میاد اینهمه دفتر دستک چرا,0
اره قرنطینه ایم,1
چرا خبری از اینترنت رایگان نیست؟  این حداقل کار واسه مردمه،  متاسفم براتون که حتی عرضه اینکارم ندارین میلیون ها #تاسف,0
مخابرات واقعا افتضاحه سرعتش,0
چرا همراه سیل گراز هم میاد تو خیابون مگر خیابونها قرنطینه نیست؟😃,1
میشه بگین چرا انقدر سرعت نت داغونه هیچ کاری نمیشه کرد یه بازی معمولی نمیشه انجام داد تواین روزا که همه توخونن حداقل اینترنت رو درست کنین 🙏,0
